show_type;genre;running_minutes;source_language;pelicula_id;finished;ranking;estreno_fecha;estreno_hora;efectos especiales
TV;Musical;47;Tagalog;228;true;8.4;02/02/2010;16:50:59;Optico Sonido
TV;Musical;46;Tagalog;228;false;9.10;14/02/2015;18:43:25;Optico Sonido
TV;Musical;46;Tagalog;228;true;7.13;07/09/2000;11:30:25;Optico
TV;Musical;46;Tagalog;228;false;7.16;23/11/2003;10:04:20;Optico
TV;Musical;60;English;39;false;0.39;20/04/2011;20:26:17;Optico
TV;Musical;56;Tagalog;227;true;0.45;28/05/2015;06:17:45;Sonido
TV;Musical;55;Tagalog;227;true;5.5;31/12/2003;15:37:36;Maquillaje Sonido
TV;Musical;55;Tagalog;227;false;1.12;25/03/2007;20:05:50;Maquillaje Optico
TV;Musical;55;Tagalog;227;false;8.9;14/05/2019;17:28:58;Optico
MOVIE;Romance;105;Tagalog;227;true;0.8;23/02/2020;07:08:43;Sonido
MOVIE;Romance;104;Tagalog;227;false;4.5;22/07/2002;21:44:11;Optico
MOVIE;Comedy;105;Tagalog;227;true;6.5;16/08/2015;19:57:33;Maquillaje Sonido
TV;Musical;46;Tagalog;227;true;7.7;01/03/2007;02:19:06;Maquillaje Optico Sonido
TV;Musical;47;Tagalog;227;false;1.7;12/01/1999;14:34:00;Maquillaje Sonido
TV;Musical;49;Tagalog;227;false;8.4;07/02/2022;04:50:01;Maquillaje
TV;Musical;49;Tagalog;227;false;1.5;16/03/2004;15:08:53;Optico
TV;Musical;49;Tagalog;227;true;4.7;05/12/2015;17:58:21;Optico Sonido
TV;Musical;49;Tagalog;227;true;6.7;06/09/2001;10:38:02;Sonido
TV;Musical;49;Tagalog;227;true;5.7;16/11/2003;22:46:03;Maquillaje Optico Sonido
TV;Musical;48;Tagalog;227;false;3.3;14/08/2020;16:34:37;Maquillaje Optico Sonido
TV;Musical;49;Tagalog;227;false;9.9;27/08/2010;06:24:50;Maquillaje Sonido
TV;Musical;49;Tagalog;227;false;1.7;22/07/2016;16:12:00;Maquillaje Optico Sonido
TV;Musical;49;Tagalog;227;true;9.11;15/04/2020;13:56:51;Optico Sonido
TV;Musical;49;Tagalog;227;true;8.11;15/06/2012;22:39:45;Maquillaje Optico Sonido
TV;Musical;49;Tagalog;227;false;9.7;11/11/1999;03:41:15;Optico
TV;Musical;49;Tagalog;227;true;6.4;11/04/2022;15:39:24;Maquillaje Optico
TV;Musical;50;Tagalog;228;false;8.10;05/02/2002;18:50:04;Maquillaje Optico
TV;Musical;49;Tagalog;227;false;2.9;07/10/2004;12:23:18;Optico Sonido
TV;Musical;47;Tagalog;227;true;7.3;22/04/2014;10:24:20;Optico
TV;Musical;49;Tagalog;227;true;3.9;17/06/2010;05:57:12;Maquillaje Optico Sonido
TV;Musical;48;Tagalog;227;false;1.37;02/06/2014;02:36:13;Sonido
TV;Musical;49;Tagalog;227;true;1.43;22/11/2012;15:51:43;Optico
TV;Musical;48;Tagalog;227;false;2.6;30/11/2006;03:44:18;Optico Sonido
TV;Musical;49;Tagalog;227;true;1.12;25/01/2010;11:51:05;Maquillaje
TV;Musical;49;Tagalog;227;true;0.6;28/10/2007;19:41:28;Maquillaje Optico Sonido
TV;Musical;49;Tagalog;227;false;0.6;02/08/2020;01:34:00;Maquillaje Optico
TV;Musical;49;Tagalog;227;true;6.6;02/09/2010;03:40:45;Maquillaje
TV;Musical;47;Tagalog;227;true;3.12;01/11/2015;17:14:08;Optico
TV;Musical;49;Tagalog;227;false;0.5;21/09/2019;02:58:16;Sonido
TV;Musical;49;Tagalog;227;false;7.12;17/08/2020;11:20:43;Maquillaje Optico Sonido
TV;Musical;49;Tagalog;227;true;5.6;24/01/1999;16:20:45;Maquillaje Optico
TV;Musical;48;Tagalog;227;false;9.9;09/07/2020;02:22:37;Maquillaje Optico
TV;Musical;49;Tagalog;227;true;7.12;19/11/2000;18:07:20;Maquillaje Sonido
TV;Musical;49;Tagalog;227;false;6.5;17/10/2004;15:19:00;Maquillaje
TV;Musical;48;Tagalog;227;false;7.11;16/06/2022;17:59:21;Maquillaje
TV;Musical;50;Tagalog;227;true;6.6;06/11/2001;19:06:57;Maquillaje Optico
TV;Musical;49;Tagalog;227;false;2.3;19/12/2006;18:19:31;Maquillaje Optico
TV;Musical;50;Tagalog;227;false;3.11;01/10/2015;19:05:34;Maquillaje Optico Sonido
TV;Musical;50;Tagalog;227;false;4.9;08/06/2015;23:50:31;Maquillaje Optico
TV;Musical;48;Tagalog;227;true;8.4;02/01/2010;00:31:25;Maquillaje Optico Sonido
TV;Musical;49;Tagalog;227;true;9.16;14/04/1999;04:20:54;Sonido
TV;Musical;50;Tagalog;227;true;9.20;30/09/2005;10:55:47;Maquillaje Sonido
TV;Musical;50;Tagalog;227;true;2.5;25/04/2009;07:39:11;Maquillaje
TV;Musical;49;Tagalog;227;true;0.9;19/04/2002;13:04:23;Optico Sonido
TV;Musical;50;Tagalog;227;true;5.3;12/03/2006;23:42:58;Maquillaje Sonido
TV;Musical;50;Tagalog;227;true;3.6;07/07/2007;05:54:57;Maquillaje Sonido
TV;Musical;49;Tagalog;227;false;5.7;28/04/2004;00:07:38;Optico
TV;Musical;49;Tagalog;227;false;9.4;18/01/2020;10:23:54;Maquillaje Sonido
TV;Musical;48;Tagalog;228;true;5.4;28/02/2021;11:16:34;Maquillaje Optico
TV;Musical;46;Tagalog;228;true;1.5;16/11/2021;03:49:26;Maquillaje Optico
TV;Musical;46;Tagalog;228;false;0.4;17/07/2010;00:26:44;Maquillaje
TV;Musical;48;Tagalog;228;false;2.12;03/11/2018;20:39:42;Optico
TV;Musical;47;Tagalog;228;false;6.3;26/03/2005;06:21:14;Maquillaje Optico Sonido
TV;Musical;46;Tagalog;228;true;7.21;23/03/2017;16:16:50;Maquillaje Optico
TV;Musical;46;Tagalog;228;false;7.26;27/11/2015;12:36:45;Sonido
TV;Musical;47;Tagalog;228;true;3.5;08/06/2005;05:53:42;Optico Sonido
TV;Musical;46;Tagalog;228;true;6.9;12/02/2007;21:31:18;Maquillaje Optico
TV;Musical;46;Tagalog;228;false;1.4;29/12/2003;18:06:41;Maquillaje Optico
TV;Musical;48;Tagalog;228;false;0.12;26/10/2021;11:34:00;Optico
TV;Musical;46;Tagalog;228;true;7.3;14/04/2020;13:38:27;Optico Sonido
TV;Musical;46;Tagalog;228;false;3.12;13/06/2006;08:22:46;Maquillaje Optico
TV;Musical;92;Indonesian;234;false;7.7;01/12/2015;21:57:39;Maquillaje Sonido
TV;Musical;92;Indonesian;234;true;6.10;20/05/2015;06:53:59;Sonido
TV;Musical;94;Indonesian;234;true;3.12;07/08/2000;03:27:46;Maquillaje Optico
MOVIE;Musical;95;Vie4ese;234;true;4.4;29/04/2001;21:34:51;Maquillaje Sonido
TV;Fantasy;30;Tagalog;234;false;9.12;13/10/2000;02:15:44;Optico Sonido
TV;Romance;28;Tagalog;234;true;8.7;08/02/2019;08:28:46;Optico Sonido
TV;Action and Adventure;27;Tagalog;234;true;6.2;22/09/2022;03:33:35;Optico Sonido
MOVIE;Others;82;Malay;234;false;6.3;10/03/2004;17:45:18;Optico
MOVIE;Comedy;92;Malay;234;false;3.3;25/10/2004;03:12:12;Maquillaje Optico
MOVIE;Romance;88;Malay;234;true;9.6;28/10/2005;22:27:22;Optico Sonido
MOVIE;Others;108;Malay;234;true;8.8;05/04/2014;21:04:55;Maquillaje Optico Sonido
MOVIE;Others;88;Malay;234;true;1.12;31/01/2002;12:08:07;Optico
MOVIE;Others;100;Malay;234;true;9.9;11/06/2003;04:06:40;Maquillaje Sonido
MOVIE;Others;98;Malay;234;true;7.8;09/03/1999;23:05:56;Optico
MOVIE;Action and Adventure;95;Malay;234;true;5.54;12/10/2007;07:17:30;Optico
MOVIE;Horror;103;Malay;234;false;5.63;07/09/2006;01:13:48;Maquillaje Optico Sonido
MOVIE;Horror;109;Malay;234;true;0.7;19/12/1999;19:23:25;Maquillaje Sonido
MOVIE;Romance;87;Malay;234;true;1.5;14/12/2002;13:59:21;Optico
TV;Fantasy;31;Tagalog;234;false;2.9;18/09/2006;06:13:35;Maquillaje Optico
TV;Action and Adventure;29;Tagalog;234;true;9.5;23/03/2005;07:06:50;Maquillaje Optico Sonido
TV;Romance;28;Tagalog;234;true;6.9;21/09/2009;20:52:23;Optico
MOVIE;Comedy;79;Malay;234;false;5.5;15/08/2015;13:26:29;Optico
TV;Musical;46;Tagalog;234;true;0.6;10/02/2009;15:04:32;Maquillaje Optico
TV;Musical;46;Tagalog;234;false;7.8;28/12/2020;01:56:36;Optico Sonido
TV;Musical;45;Tagalog;234;true;9.12;07/02/2017;18:02:14;Optico Sonido
TV;Musical;47;Tagalog;228;true;2.3;22/02/2010;22:39:27;Sonido
TV;Musical;47;Tagalog;228;true;7.8;02/11/2018;15:10:31;Maquillaje Sonido
TV;Musical;46;Tagalog;228;true;5.3;13/07/2007;08:38:01;Maquillaje
TV;Musical;46;Tagalog;228;false;6.12;27/06/2007;09:04:49;Optico
TV;Musical;46;Tagalog;228;false;1.36;24/04/2016;09:24:20;Sonido
TV;Musical;48;Tagalog;228;false;1.42;15/08/2017;05:17:35;Optico Sonido
TV;Musical;46;Tagalog;228;false;7.12;16/01/2015;19:48:46;Optico Sonido
TV;Musical;47;Tagalog;228;true;8.12;25/04/2007;12:50:51;Maquillaje
TV;Musical;47;Tagalog;228;true;5.5;29/07/2011;19:09:12;Maquillaje Optico Sonido
TV;Musical;46;Tagalog;228;true;1.5;12/09/2016;15:04:52;Maquillaje Optico Sonido
TV;Musical;46;Tagalog;228;false;8.5;25/10/2019;16:52:23;Sonido
TV;Musical;47;Tagalog;228;false;9.9;26/08/2013;20:14:54;Maquillaje
MOVIE;Romance;50;Korean;228;true;3.9;24/07/2000;11:28:46;Maquillaje
MOVIE;Romance;57;Korean;228;false;7.9;30/10/1999;16:44:43;Maquillaje
MOVIE;Romance;63;Korean;228;false;2.2;26/11/2018;11:07:49;Maquillaje Optico
MOVIE;Romance;113;Thai;228;false;2.1;06/09/1999;00:33:26;Maquillaje Optico Sonido
MOVIE;Romance;57;Korean;228;true;9.7;26/06/2010;19:07:34;Maquillaje Sonido
MOVIE;Romance;82;Thai;228;false;3.6;16/07/2013;16:18:48;Sonido
TV;Musical;47;Tagalog;228;false;7.3;18/09/2004;07:47:39;Maquillaje
TV;Musical;49;Tagalog;228;true;9.4;19/09/2008;22:47:53;Maquillaje
TV;Musical;50;Tagalog;228;true;6.4;23/05/2005;03:12:20;Maquillaje Optico Sonido
TV;Musical;50;Tagalog;228;false;8.4;08/06/2021;00:31:43;Maquillaje Optico Sonido
TV;Musical;50;Tagalog;228;true;0.7;07/06/2006;20:10:08;Sonido
TV;Musical;49;Tagalog;228;true;5.8;20/05/2006;19:51:14;Maquillaje Sonido
TV;Musical;47;Tagalog;228;false;3.6;26/10/1999;13:48:13;Maquillaje Optico
TV;Musical;49;Tagalog;228;false;1.6;13/02/2012;14:51:58;Maquillaje Optico Sonido
TV;Musical;50;Tagalog;228;true;1.8;27/03/2006;11:56:20;Optico Sonido
TV;Musical;50;Tagalog;228;true;7.9;18/06/2005;12:05:12;Optico Sonido
TV;Musical;50;Tagalog;228;true;8.10;24/01/2004;18:28:38;Maquillaje Optico Sonido
TV;Musical;50;Tagalog;228;false;6.11;27/10/2007;18:39:37;Sonido
TV;Musical;50;Tagalog;228;true;0.4;27/07/2019;07:05:12;Optico Sonido
TV;Musical;46;Tagalog;228;false;8.3;17/02/2005;12:07:13;Maquillaje Sonido
TV;Musical;64;Korean;251;true;3.4;27/09/2017;00:25:24;Maquillaje Optico
TV;Musical;62;Korean;251;true;6.39;24/03/2018;13:26:38;Maquillaje Sonido
TV;Fantasy;28;Tagalog;235;true;6.47;26/06/2010;02:32:40;Maquillaje Sonido
TV;Romance;27;Tagalog;273;true;0.7;10/06/2002;08:03:08;Optico
TV;Action and Adventure;30;Tagalog;256;false;6.5;08/06/2005;23:37:46;Optico
TV;Musical;49;Tagalog;228;true;8.18;16/04/2006;04:05:13;Maquillaje Sonido
MOVIE;Comedy;115;Tagalog;228;true;8.22;14/03/2008;18:28:26;Maquillaje Sonido
TV;Musical;64;Korean;228;true;3.7;29/12/2021;00:44:34;Maquillaje Sonido
TV;Musical;64;Korean;228;false;1.9;16/09/2019;17:26:48;Maquillaje Optico
TV;Fantasy;31;Tagalog;228;true;5.7;30/11/2019;19:48:26;Maquillaje
TV;Action and Adventure;32;Tagalog;228;false;1.10;10/01/2001;08:13:52;Maquillaje Optico
TV;Romance;27;Tagalog;228;true;6.3;12/02/2001;03:24:44;Maquillaje Optico Sonido
MOVIE;Action and Adventure;105;Chinese;228;true;9.6;19/11/2003;20:38:20;Maquillaje Optico Sonido
MOVIE;Action and Adventure;120;Chinese;228;true;1.10;18/06/2005;23:03:29;Sonido
MOVIE;Horror;88;Thai;228;true;3.4;11/03/2005;08:57:14;Optico Sonido
MOVIE;Musical;85;Thai;228;true;1.8;14/04/1999;07:38:20;Maquillaje Optico
MOVIE;Horror;86;Thai;228;true;8.3;02/09/2022;15:20:14;Sonido
MOVIE;Action and Adventure;88;Chinese;228;true;7.9;21/12/2017;05:04:32;Maquillaje Optico Sonido
MOVIE;Action and Adventure;102;English;228;true;4.9;23/01/2005;13:33:50;Optico
MOVIE;Action and Adventure;108;Chinese;228;false;5.7;19/06/2002;13:53:35;Maquillaje Optico
MOVIE;Action and Adventure;118;Chinese;228;false;8.7;06/03/2017;07:32:26;Optico
MOVIE;Musical;112;Chinese;228;true;1.10;29/11/2019;20:49:41;Maquillaje
TV;Romance;28;Tagalog;228;true;6.10;25/06/2007;18:54:13;Sonido
TV;Fantasy;30;Tagalog;235;true;9.4;06/04/2016;17:13:06;Maquillaje Optico Sonido
TV;Action and Adventure;32;Tagalog;256;false;2.5;07/07/2002;09:22:52;Optico Sonido
TV;Musical;64;Korean;251;true;0.4;04/09/2008;16:20:26;Maquillaje Optico Sonido
TV;Musical;65;Korean;251;false;5.9;09/10/2012;04:23:18;Optico Sonido
TV;Musical;60;English;39;true;8.3;31/01/2012;09:50:30;Optico Sonido
TV;Musical;60;English;39;true;4.5;30/07/2021;11:48:04;Optico
MOVIE;Comedy;103;Tagalog;39;true;3.5;23/06/2016;15:58:32;Maquillaje Sonido
MOVIE;Horror;107;Tagalog;39;true;9.11;20/05/2013;15:39:47;Optico Sonido
MOVIE;Romance;111;Vie4ese;39;true;1.7;10/10/2021;06:54:22;Optico
MOVIE;Action and Adventure;96;Vie4ese;39;false;4.12;22/05/2011;18:07:55;Optico Sonido
MOVIE;Comedy;106;Vie4ese;39;false;9.12;05/01/2009;17:34:11;Optico
MOVIE;Musical;106;Vie4ese;39;false;4.8;21/11/2000;12:38:07;Maquillaje
TV;Musical;63;Vie4ese;39;false;6.6;06/12/2022;05:43:12;Maquillaje
TV;Musical;62;Vie4ese;39;false;1.5;05/04/2014;15:00:40;Maquillaje Optico Sonido
MOVIE;Comedy;81;Vie4ese;39;true;2.3;18/02/2013;05:09:32;Optico Sonido
MOVIE;Musical;105;Vie4ese;39;false;1.12;20/11/2012;20:38:39;Maquillaje Optico Sonido
MOVIE;Action and Adventure;105;Vie4ese;39;true;4.12;03/07/2022;21:08:37;Optico
TV;Fantasy;30;Tagalog;39;false;6.7;18/09/2001;08:43:35;Maquillaje Sonido
TV;Romance;28;Tagalog;39;true;2.7;19/05/2017;03:00:43;Maquillaje Sonido
MOVIE;Thriller;91;Tagalog;39;true;5.5;01/10/2020;08:24:24;Maquillaje Optico
MOVIE;Musical;88;Thai;39;true;0.4;06/01/2015;03:26:15;Sonido
TV;Romance;28;Tagalog;39;true;8.3;22/06/2011;20:03:44;Maquillaje Sonido
TV;Fantasy;30;Tagalog;39;true;7.8;09/06/2020;12:22:28;Optico Sonido
TV;Musical;65;Korean;251;true;5.10;03/07/2007;06:01:33;Maquillaje
TV;Musical;63;Korean;251;true;7.12;07/04/2012;21:36:30;Maquillaje
TV;Musical;62;Korean;251;false;3.8;12/09/2022;00:21:49;Maquillaje Sonido
TV;Musical;62;Korean;251;true;6.3;06/11/2002;07:09:27;Maquillaje Optico
TV;Romance;28;Tagalog;273;true;9.7;27/12/2016;21:38:30;Optico Sonido
TV;Fantasy;32;Tagalog;235;false;2.5;17/11/2022;13:43:03;Maquillaje Optico
TV;Romance;27;Tagalog;273;false;6.5;02/09/2005;23:58:34;Optico Sonido
TV;Fantasy;33;Tagalog;235;false;4.9;09/07/2021;03:40:40;Optico Sonido
MOVIE;Musical;112;Indonesian;235;false;6.7;29/03/2007;06:32:17;Optico
TV;Romance;27;Tagalog;235;true;7.7;22/09/2010;03:08:59;Sonido
TV;Fantasy;34;Tagalog;235;true;2.12;14/06/2020;16:18:00;Maquillaje Optico
TV;Musical;60;English;235;true;5.4;28/01/2023;07:36:59;Maquillaje Sonido
TV;Fantasy;35;Tagalog;235;true;7.10;30/06/2002;01:07:53;Optico Sonido
TV;Romance;26;Tagalog;235;true;2.11;11/03/2010;06:28:28;Optico Sonido
TV;Romance;26;Tagalog;235;true;1.8;16/03/2022;04:39:54;Optico
TV;Fantasy;36;Tagalog;235;true;8.9;19/11/1999;04:12:07;Maquillaje Optico Sonido
MOVIE;Musical;122;Burmese;235;false;0.19;07/09/2015;10:55:35;Optico Sonido
TV;Fantasy;33;Tagalog;235;true;0.22;15/04/2020;23:32:17;Maquillaje Optico
TV;Romance;29;Tagalog;273;false;7.11;19/02/2006;23:14:34;Maquillaje Optico Sonido
TV;Musical;42;Italian;285;true;9.8;19/10/2013;07:42:15;Maquillaje Optico
TV;Romance;27;Tagalog;273;false;3.3;03/03/2016;18:22:06;Maquillaje Sonido
TV;Fantasy;33;Tagalog;235;false;1.6;08/01/2014;19:14:40;Maquillaje Sonido
TV;Fantasy;33;Tagalog;235;false;4.6;15/09/2021;02:45:13;Optico
TV;Romance;27;Tagalog;273;true;3.6;25/04/2006;16:05:03;Maquillaje Sonido
TV;Fantasy;32;Tagalog;235;false;5.8;22/06/2009;04:09:37;Maquillaje Optico
TV;Romance;27;Tagalog;273;false;7.6;16/04/2002;05:14:41;Maquillaje Sonido
TV;Romance;27;Tagalog;273;true;4.3;07/11/2020;19:16:31;Optico
TV;Fantasy;33;Tagalog;235;true;9.7;21/12/2014;03:08:31;Optico Sonido
MOVIE;Horror;87;English;235;false;8.12;10/10/2006;04:41:07;Maquillaje
MOVIE;Action and Adventure;113;English;235;true;2.4;02/05/2012;16:19:12;Maquillaje Optico
MOVIE;Action and Adventure;95;English;235;false;8.3;16/09/2015;11:43:54;Maquillaje Optico
MOVIE;Action and Adventure;107;English;235;true;7.12;30/03/2018;15:34:09;Maquillaje
MOVIE;Action and Adventure;127;English;235;true;2.5;26/06/2000;18:55:55;Optico Sonido
TV;Musical;63;Korean;235;true;1.12;09/04/2004;13:11:22;Sonido
TV;Musical;65;Korean;235;true;5.8;01/08/2016;07:59:22;Maquillaje
TV;Fantasy;33;Tagalog;235;true;4.4;01/03/2008;01:29:23;Optico
TV;Romance;26;Tagalog;235;true;7.12;24/07/2020;01:54:12;Maquillaje Optico Sonido
MOVIE;Musical;137;English;235;true;7.15;26/03/2004;07:53:52;Optico Sonido
MOVIE;Action and Adventure;97;Chinese;235;false;1.12;16/09/2021;01:40:06;Optico Sonido
MOVIE;Horror;99;Chinese;235;false;8.6;03/07/2018;09:51:09;Maquillaje Sonido
MOVIE;Horror;89;Chinese;235;false;4.12;15/09/2007;23:56:08;Maquillaje Optico Sonido
MOVIE;Action and Adventure;104;Chinese;235;false;2.12;02/03/1999;14:06:31;Sonido
MOVIE;Action and Adventure;110;Chinese;235;false;7.8;19/04/2013;06:57:09;Maquillaje
TV;Musical;41;Spanish;235;true;3.12;12/08/1999;04:13:07;Maquillaje Optico Sonido
MOVIE;Horror;90;Spanish;235;false;1.12;01/05/2010;05:52:48;Sonido
MOVIE;Horror;88;Spanish;235;false;0.7;19/09/2008;07:00:46;Optico
MOVIE;Horror;93;Spanish;235;true;8.12;25/05/2014;03:47:57;Optico
TV;Lifestyle and Fashion;24;Spanish;336;true;5.7;12/05/2016;06:57:45;Optico
TV;Musical;43;Spanish;291;false;0.11;12/08/2022;22:26:18;Maquillaje Optico
TV;Musical;41;Spanish;291;false;4.5;09/09/2013;21:02:08;Maquillaje Optico Sonido
TV;Musical;42;Spanish;291;false;3.12;28/09/2009;08:52:52;Optico Sonido
TV;Musical;43;Spanish;290;false;8.10;21/07/2013;11:56:05;Maquillaje Sonido
TV;Musical;43;Spanish;292;false;3.10;24/04/2021;22:15:45;Optico
TV;Musical;39;Spanish;294;true;4.3;15/01/2008;08:35:29;Optico Sonido
TV;Musical;48;Spanish;296;false;1.10;14/08/2013;17:06:40;Sonido
TV;Musical;46;Spanish;296;true;5.3;14/07/2008;04:59:22;Optico
TV;Musical;46;Arabic;296;false;9.4;12/12/1999;07:55:13;Maquillaje Optico
TV;Musical;46;Arabic;296;true;3.5;27/12/2015;07:42:40;Maquillaje
TV;Musical;46;Arabic;296;false;6.6;03/12/2012;03:08:34;Maquillaje
TV;Musical;46;Arabic;296;true;4.6;16/12/2012;17:16:14;Maquillaje Optico Sonido
TV;Musical;44;Arabic;296;false;0.10;17/04/2020;15:04:44;Maquillaje Sonido
TV;Musical;42;Arabic;296;false;2.10;15/06/2016;07:53:04;Optico Sonido
TV;Musical;44;Arabic;296;true;6.7;10/09/2018;19:52:07;Optico Sonido
TV;Musical;43;Arabic;296;false;9.33;16/03/2007;22:27:35;Maquillaje Sonido
TV;Musical;45;Arabic;296;true;9.40;25/04/2012;23:05:41;Maquillaje Optico Sonido
TV;Musical;43;Arabic;296;false;4.5;12/08/2004;00:03:03;Maquillaje Optico Sonido
TV;Musical;43;Arabic;296;true;1.20;28/09/2007;07:59:45;Maquillaje Optico Sonido
TV;Musical;44;Arabic;296;true;1.23;06/06/2003;13:14:41;Optico Sonido
TV;Musical;43;Arabic;296;true;6.3;06/09/2008;17:12:15;Maquillaje Optico Sonido
TV;Musical;43;Arabic;296;false;9.10;08/08/1999;18:55:59;Maquillaje Optico Sonido
TV;Musical;44;Arabic;296;false;3.4;15/02/2014;20:23:00;Maquillaje Optico
TV;Musical;44;Arabic;296;false;9.6;21/08/2013;23:46:05;Optico
TV;Musical;43;Arabic;296;false;3.7;25/07/2019;11:45:37;Maquillaje Optico Sonido
TV;Musical;42;Arabic;296;false;2.3;10/06/2003;15:38:19;Maquillaje Sonido
TV;Musical;41;Arabic;296;false;4.4;24/08/1999;03:54:02;Maquillaje
TV;Musical;42;Arabic;296;false;9.5;17/10/1999;02:57:27;Maquillaje Optico
TV;Musical;37;Spanish;295;true;2.14;29/12/2004;04:17:18;Optico Sonido
TV;Musical;43;Arabic;288;false;2.17;29/12/2014;18:55:05;Sonido
TV;Horror;43;Arabic;317;false;9.3;22/02/2012;03:50:08;Sonido
TV;Horror;43;Arabic;317;false;6.12;10/09/2004;16:22:32;Maquillaje
MOVIE;Musical;95;Arabic;317;true;1.3;17/06/2021;10:57:51;Optico
MOVIE;Musical;96;Arabic;317;false;6.12;04/04/1999;10:55:57;Optico Sonido
MOVIE;Musical;101;Arabic;317;false;5.10;23/02/2022;21:04:26;Sonido
MOVIE;Musical;113;Arabic;317;true;5.12;22/07/2004;14:31:04;Maquillaje Sonido
MOVIE;Thriller;89;Arabic;317;true;3.7;21/05/2015;21:04:13;Maquillaje Optico
MOVIE;Musical;111;Arabic;317;false;7.11;08/05/2012;03:35:09;Optico Sonido
TV;Musical;45;Arabic;317;false;4.3;25/07/2007;19:43:13;Sonido
TV;Musical;45;Arabic;317;false;6.8;11/10/2012;08:00:18;Sonido
TV;Musical;47;Arabic;318;false;7.6;30/11/2005;08:36:08;Maquillaje Optico
TV;Musical;48;Arabic;319;false;3.7;30/07/2007;01:18:12;Maquillaje
TV;Musical;47;Arabic;284;false;9.8;01/12/2013;02:03:16;Maquillaje Optico
TV;Musical;62;Korean;251;false;8.19;22/12/1999;06:49:55;Optico Sonido
TV;Musical;64;Korean;251;false;8.23;29/06/2003;14:13:57;Optico Sonido
TV;Kids;10;Norwegian;334;true;2.4;22/07/2022;14:25:43;Maquillaje Optico
TV;Kids;23;English;333;false;9.10;03/06/2006;16:25:35;Optico Sonido
TV;Kids;14;English;332;false;4.3;02/10/2009;22:09:13;Maquillaje Optico Sonido
TV;Kids;15;English;335;true;1.6;21/06/2006;05:59:39;Maquillaje Optico
TV;Kids;15;English;335;false;2.54;29/09/2010;01:26:14;Optico
TV;Kids;15;English;335;true;2.63;10/12/2014;16:55:37;Optico
TV;Kids;15;English;335;true;7.6;05/04/2009;22:25:00;Sonido
TV;Kids;15;English;335;false;5.10;30/06/2017;21:40:44;Maquillaje
TV;Kids;15;English;335;true;6.8;19/05/2008;09:12:12;Optico Sonido
TV;Kids;15;English;335;true;1.6;13/01/2013;08:25:19;Maquillaje
TV;Kids;15;English;335;false;9.36;23/06/2016;04:56:28;Optico
TV;Kids;15;English;335;true;9.42;08/09/2002;09:29:43;Maquillaje Optico
TV;Kids;23;English;333;false;8.6;24/05/2004;19:28:33;Maquillaje Sonido
TV;Kids;23;English;333;true;0.5;07/08/2006;17:08:05;Sonido
MOVIE;Comedy;106;Tagalog;333;false;8.6;16/01/2006;20:37:36;Optico
MOVIE;Action and Adventure;94;Tajik;333;true;2.7;01/12/2011;19:59:14;Optico Sonido
MOVIE;Horror;104;Spanish;333;false;6.19;10/05/2004;03:10:42;Maquillaje Optico Sonido
MOVIE;Animation;103;Tagalog;333;true;6.22;23/05/2009;21:45:48;Optico Sonido
MOVIE;Comedy;104;Tagalog;333;true;2.10;15/12/2012;13:50:04;Maquillaje Optico Sonido
MOVIE;Comedy;104;Tagalog;333;true;4.10;15/04/2019;23:31:44;Maquillaje Optico
MOVIE;Comedy;107;Tagalog;333;false;0.4;29/11/2004;08:38:47;Maquillaje Sonido
TV;Musical;46;Tagalog;333;false;8.6;17/05/2019;04:33:26;Maquillaje
TV;Musical;47;Tagalog;333;false;9.13;02/01/2020;04:19:20;Maquillaje Optico
MOVIE;Action and Adventure;144;Arabic;333;true;9.14;30/08/2017;14:48:20;Maquillaje
MOVIE;Action and Adventure;127;Arabic;333;true;0.5;29/03/2004;18:23:42;Maquillaje Optico Sonido
MOVIE;Comedy;109;Arabic;333;true;9.3;16/02/2019;21:47:41;Maquillaje
MOVIE;Comedy;117;Arabic;333;false;2.9;29/01/2008;10:53:24;Maquillaje
MOVIE;Comedy;107;Arabic;333;false;0.4;06/08/2014;02:26:44;Sonido
MOVIE;Comedy;101;Arabic;333;true;6.10;09/05/2005;08:49:03;Maquillaje Sonido
MOVIE;Comedy;101;Arabic;333;false;8.12;16/06/2020;07:01:08;Sonido
MOVIE;Comedy;110;Arabic;333;true;3.7;07/11/2020;14:49:49;Maquillaje Optico Sonido
MOVIE;Comedy;90;Arabic;333;false;5.10;04/10/2018;00:13:26;Maquillaje Sonido
MOVIE;Musical;112;Arabic;333;true;1.11;09/12/2001;15:31:58;Sonido
MOVIE;Comedy;136;Arabic;333;false;0.10;28/03/2003;10:36:46;Maquillaje Optico Sonido
MOVIE;Action and Adventure;98;English;333;false;7.9;19/08/2017;22:49:39;Maquillaje Optico Sonido
TV;Musical;48;Tagalog;333;true;0.7;15/12/2014;11:51:32;Maquillaje
TV;Musical;48;Tagalog;333;true;8.18;20/02/2000;04:45:53;Maquillaje
TV;Musical;49;Tagalog;333;true;8.22;25/04/2020;17:49:40;Optico Sonido
TV;Musical;47;Tagalog;333;true;3.12;08/11/2008;08:53:07;Maquillaje Optico
TV;Musical;47;Tagalog;333;true;9.4;02/10/2007;17:48:40;Maquillaje
TV;Musical;49;Tagalog;333;true;7.3;06/06/2001;18:40:04;Optico
